index,ZIPCODE,AGE,EJECTION,DRIVER_ACTION,BAC_RESULT,UNIT_TYPE,VEHICLE_YEAR,VEHICLE_TYPE,TRAVEL_DIRECTION,MANEUVER,FIRST_CONTACT_POINT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,STREET_DIRECTION,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR,FATAL_DEGREE,SEX,INTERSECTION_RELATED,HIT_AND_RUN,REPORTYPE,DAMAGE_COST,FATAL_COND
65850,0,36.9,0.0,3.0,0.0,1,2019.0,6,1,1,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,0,1,1,0,3,4
65851,0,36.9,0.0,3.0,0.0,1,2019.0,6,1,1,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,0,1,1,0,3,4
65852,60605,28.0,0.0,0.0,0.0,1,2011.0,1,7,2,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,1,1,1,0,3,4
65853,60605,28.0,0.0,0.0,0.0,1,2011.0,1,7,2,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,1,1,1,0,3,4
65854,60605,28.0,0.0,0.0,0.0,1,2019.0,6,1,1,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,1,1,1,0,3,4
65855,60605,28.0,0.0,0.0,0.0,1,2019.0,6,1,1,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,1,1,1,0,3,4
65856,0,36.9,0.0,3.0,0.0,1,2011.0,1,7,2,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,0,1,1,0,3,4
65858,0,36.9,0.0,3.0,0.0,1,2019.0,6,1,1,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,0,1,1,0,3,4
65859,0,36.9,0.0,3.0,0.0,1,2019.0,6,1,1,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,0,1,1,0,3,4
65860,60605,28.0,0.0,0.0,0.0,1,2011.0,1,7,2,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,1,1,1,0,3,4
65861,60605,28.0,0.0,0.0,0.0,1,2011.0,1,7,2,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,1,1,1,0,3,4
65862,60605,28.0,0.0,0.0,0.0,1,2019.0,6,1,1,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,1,1,1,0,3,4
65863,60605,28.0,0.0,0.0,0.0,1,2019.0,6,1,1,1.0,40,1,1,1,1,2,5,1,1,0,1,2,18,1,6,2020,2.0,1,1,1,0,3,4
65935,60628,47.0,0.0,0.0,0.0,1,2014.0,1,4,2,1.0,30,1,1,1,1,2,0,1,1,0,1,2,19,1,6,2020,0.0,1,1,1,1,3,4
66174,0,36.9,0.0,3.0,0.0,1,2016.0,1,4,1,7.0,30,1,1,1,1,1,1,1,1,0,2,2,7,2,6,2020,2.0,1,1,1,1,3,4
66175,60643,55.0,0.0,0.0,0.0,1,2011.0,1,1,1,11.0,30,1,1,1,1,1,1,1,1,0,2,2,7,2,6,2020,2.0,0,1,1,1,3,4
66176,60643,55.0,0.0,0.0,0.0,1,2016.0,1,4,1,7.0,30,1,1,1,1,1,1,1,1,0,2,2,7,2,6,2020,2.0,0,1,1,1,3,4
66298,60612,40.0,-1.0,0.0,0.0,1,2010.0,1,4,1,1.0,35,0,0,1,1,5,0,2,1,0,1,2,10,2,6,2020,3.0,1,1,1,1,1,0
66397,0,36.9,0.0,1.0,0.0,1,2011.0,3,3,1,1.0,25,0,1,1,1,9,3,1,1,0,1,2,12,2,6,2020,2.0,1,1,1,1,2,4
66399,60612,30.0,0.0,1.0,0.0,1,2011.0,3,3,1,1.0,25,0,1,1,1,9,3,1,1,0,1,2,12,2,6,2020,2.0,1,1,1,1,2,2
66516,60647,23.0,0.0,0.0,0.0,1,2014.0,2,2,1,-1.0,30,2,1,1,1,7,4,1,1,0,3,2,14,2,6,2020,0.0,0,1,1,1,3,3
66517,60647,23.0,0.0,0.0,0.0,1,2014.0,2,4,1,9.0,30,2,1,1,1,7,4,1,1,0,3,2,14,2,6,2020,0.0,0,1,1,1,3,3
66672,60406,32.0,0.0,0.0,0.0,1,2016.0,1,3,1,8.0,35,2,1,1,1,3,0,1,1,0,1,3,15,2,6,2020,0.0,1,1,1,1,1,3
66926,60126,55.0,0.0,0.0,0.0,1,2017.0,1,2,2,5.0,30,2,1,1,1,2,0,1,1,0,2,2,17,2,6,2020,0.0,1,1,1,1,3,4
66952,0,36.9,-1.0,2.0,0.0,1,2011.0,-1,4,1,1.0,25,4,1,-1,3,5,0,1,1,0,1,2,10,7,6,2020,2.0,0,1,0,0,3,4
66954,60647,18.0,-1.0,0.0,0.0,1,2011.0,-1,4,1,1.0,25,4,1,-1,3,5,0,1,1,0,1,2,10,7,6,2020,2.0,0,1,0,0,3,0
67159,60615,51.0,0.0,0.0,0.0,1,2018.0,2,2,4,3.0,30,1,1,1,1,2,1,1,1,0,2,2,14,2,6,2020,0.0,0,1,1,0,3,3
67160,60615,51.0,0.0,0.0,0.0,1,2008.0,1,4,1,2.0,30,1,1,1,1,2,1,1,1,0,2,2,14,2,6,2020,0.0,0,1,1,0,3,3
67309,60652,59.0,0.0,0.0,0.0,1,2009.0,1,3,1,6.0,35,1,1,1,2,2,1,1,1,0,1,2,22,2,6,2020,0.0,0,1,1,0,3,3
67660,60620,21.0,0.0,0.0,0.0,1,2017.0,1,4,1,6.0,30,2,1,1,1,1,3,1,1,0,4,2,14,3,6,2020,0.0,0,1,1,0,3,3
67758,60638,52.0,0.0,0.0,0.0,1,2019.0,4,6,4,6.0,30,1,1,1,1,2,3,1,1,0,3,2,15,3,6,2020,0.0,1,1,0,0,1,3
68104,60618,29.0,0.0,0.0,0.0,1,1977.0,4,7,2,1.0,30,1,1,1,1,2,2,1,1,0,2,2,19,3,6,2020,0.0,1,1,1,1,3,3
68122,60618,36.9,0.0,-1.0,0.0,1,2015.0,-1,2,2,-1.0,30,1,1,1,3,5,2,1,1,0,2,2,21,3,6,2020,2.0,1,1,1,1,1,4
68124,60618,63.0,-1.0,0.0,0.0,1,2015.0,-1,2,2,-1.0,30,1,1,1,3,5,2,1,1,0,2,2,21,3,6,2020,2.0,1,1,1,1,1,0
68149,60609,21.0,0.0,0.0,0.0,1,2004.0,1,4,1,8.0,30,1,1,1,2,3,1,1,1,0,1,2,22,3,6,2020,0.0,1,1,1,0,3,3
68236,60126,62.0,0.0,0.0,0.0,1,2015.0,2,3,1,1.0,30,1,1,1,2,3,1,1,1,0,1,2,1,4,6,2020,0.0,1,1,1,0,3,3
68237,60126,62.0,0.0,0.0,0.0,1,2005.0,2,3,1,2.0,30,1,1,1,2,3,1,1,1,0,1,2,1,4,6,2020,0.0,1,1,1,0,3,3
68240,60406,40.0,0.0,2.0,0.0,1,2001.0,1,1,1,1.0,30,2,1,1,2,1,4,1,1,0,2,2,2,4,6,2020,1.0,1,1,1,1,3,4
68241,60406,40.0,0.0,2.0,0.0,1,2014.0,-1,4,1,9.0,30,2,1,1,2,1,4,1,1,0,2,2,2,4,6,2020,1.0,1,1,1,1,3,4
68242,60624,36.0,0.0,-1.0,0.0,1,2001.0,1,1,1,1.0,30,2,1,1,2,1,4,1,1,0,2,2,2,4,6,2020,1.0,1,1,1,1,3,4
68243,60624,36.0,0.0,-1.0,0.0,1,2014.0,-1,4,1,9.0,30,2,1,1,2,1,4,1,1,0,2,2,2,4,6,2020,1.0,1,1,1,1,3,4
68260,60624,36.9,-1.0,2.0,0.0,1,2009.0,-1,1,2,3.0,30,1,1,1,2,5,1,1,1,0,1,2,4,4,6,2020,2.0,0,1,1,0,3,4
68264,60624,21.0,-1.0,0.0,0.0,1,2009.0,-1,1,2,3.0,30,1,1,1,2,5,1,1,1,0,1,2,4,4,6,2020,2.0,1,1,1,0,3,0
68266,60624,21.0,-1.0,0.0,0.0,1,2011.0,-1,1,2,-1.0,30,1,1,1,2,5,1,1,1,0,1,2,4,4,6,2020,2.0,1,1,1,0,3,0
68268,60624,36.9,-1.0,2.0,0.0,1,2009.0,-1,1,2,3.0,30,1,1,1,2,5,1,1,1,0,1,2,4,4,6,2020,2.0,0,1,1,0,3,4
68272,60624,21.0,-1.0,0.0,0.0,1,2009.0,-1,1,2,3.0,30,1,1,1,2,5,1,1,1,0,1,2,4,4,6,2020,2.0,1,1,1,0,3,0
68274,60624,21.0,-1.0,0.0,0.0,1,2011.0,-1,1,2,-1.0,30,1,1,1,2,5,1,1,1,0,1,2,4,4,6,2020,2.0,1,1,1,0,3,0
68329,60477,36.0,0.0,0.0,0.0,1,1996.0,4,3,1,1.0,30,2,1,1,1,2,0,1,1,0,1,2,7,4,6,2020,0.0,1,1,1,1,3,4
68330,60477,36.0,0.0,0.0,0.0,1,2019.0,7,2,4,9.0,30,2,1,1,1,2,0,1,1,0,1,2,7,4,6,2020,0.0,1,1,1,1,3,4
68925,60620,16.0,1.0,0.0,0.0,1,2011.0,-1,8,2,3.0,30,0,0,1,1,9,1,1,1,0,3,2,18,4,6,2020,2.0,1,1,0,1,1,2
68934,60612,72.0,0.0,0.0,0.0,1,2014.0,1,2,1,6.0,30,1,-1,1,4,4,4,1,1,0,2,2,19,4,6,2020,0.0,0,1,1,1,2,3
68982,60612,36.9,0.0,10.0,0.0,1,2018.0,1,3,11,1.0,30,1,1,1,2,6,0,1,1,0,1,2,22,4,6,2020,2.0,0,1,1,1,3,4
68983,60612,36.9,0.0,10.0,0.0,1,2019.0,1,1,3,1.0,30,1,1,1,2,6,0,1,1,0,1,2,22,4,6,2020,2.0,0,1,1,1,3,4
68984,60438,37.0,0.0,0.0,0.0,1,2018.0,1,3,11,1.0,30,1,1,1,2,6,0,1,1,0,1,2,22,4,6,2020,2.0,0,1,1,1,3,4
68985,60438,37.0,0.0,0.0,0.0,1,2019.0,1,1,3,1.0,30,1,1,1,2,6,0,1,1,0,1,2,22,4,6,2020,2.0,0,1,1,1,3,4
69042,60612,36.9,0.0,2.0,0.0,1,2007.0,2,3,2,4.0,30,1,1,1,2,2,0,1,1,0,2,2,22,4,6,2020,2.0,0,1,1,1,3,4
69043,60612,36.9,0.0,2.0,0.0,1,2010.0,2,2,1,1.0,30,1,1,1,2,2,0,1,1,0,2,2,22,4,6,2020,2.0,0,1,1,1,3,4
69044,60644,37.0,0.0,0.0,0.0,1,2007.0,2,3,2,4.0,30,1,1,1,2,2,0,1,1,0,2,2,22,4,6,2020,2.0,0,1,1,1,3,4
69045,60644,37.0,0.0,0.0,0.0,1,2010.0,2,2,1,1.0,30,1,1,1,2,2,0,1,1,0,2,2,22,4,6,2020,2.0,0,1,1,1,3,4
69080,60644,36.9,0.0,-1.0,0.0,1,2011.0,1,3,2,1.0,30,1,-1,-1,-1,5,9,1,-1,-1,1,2,7,7,6,2020,2.0,1,1,1,1,3,4
69082,60609,19.0,-1.0,-1.0,0.0,1,2011.0,1,3,2,1.0,30,1,-1,-1,-1,5,9,1,-1,-1,1,2,7,7,6,2020,2.0,1,1,1,1,3,0
69188,62512,37.0,0.0,0.0,0.0,1,2019.0,8,2,4,10.0,30,2,1,1,1,2,0,1,1,0,1,2,7,5,6,2020,0.0,1,1,1,1,3,3
69229,60425,43.0,0.0,0.0,0.0,1,2012.0,2,2,3,2.0,35,1,1,1,2,3,5,1,1,0,2,3,22,4,6,2020,0.0,0,0,1,0,2,3
69248,60621,36.9,0.0,2.0,0.0,1,2001.0,1,2,1,1.0,30,2,1,1,1,5,2,1,1,0,2,2,10,5,6,2020,2.0,0,1,1,1,3,4
69250,60639,50.0,-1.0,0.0,0.0,1,2001.0,1,2,1,1.0,30,2,1,1,1,5,2,1,1,0,2,2,10,5,6,2020,2.0,0,1,1,1,3,0
70191,60619,64.0,0.0,0.0,0.0,1,2011.0,1,3,1,1.0,25,1,1,1,1,1,1,1,1,0,1,2,6,6,6,2020,0.0,1,1,1,0,2,3
70198,60629,32.0,0.0,0.0,0.0,1,2017.0,1,3,1,3.0,30,2,1,1,1,1,1,1,1,0,1,2,6,6,6,2020,0.0,0,1,1,1,2,3
70270,60624,29.0,0.0,1.0,0.0,1,2004.0,1,3,1,3.0,30,1,1,1,2,2,0,1,1,0,1,2,21,5,6,2020,0.0,1,1,1,0,3,3
70378,60639,40.0,0.0,-1.0,0.0,1,2010.0,2,2,4,1.0,35,1,1,1,1,2,0,1,1,0,3,2,10,6,6,2020,1.0,1,1,1,1,3,4
70379,60639,40.0,0.0,-1.0,0.0,1,2019.0,7,3,1,6.0,35,1,1,1,1,2,0,1,1,0,3,2,10,6,6,2020,1.0,1,1,1,1,3,4
70684,60628,68.0,0.0,0.0,0.0,1,2018.0,1,2,1,9.0,30,1,1,1,1,2,0,1,1,0,4,2,14,6,6,2020,0.0,0,1,1,0,3,3
70764,60706,36.0,0.0,4.0,0.0,1,2010.0,1,4,1,1.0,30,1,1,1,1,3,0,1,1,0,2,2,15,6,6,2020,1.0,0,1,1,1,2,4
70765,60706,36.0,0.0,4.0,0.0,1,2010.0,4,4,1,2.0,30,1,1,1,1,3,0,1,1,0,2,2,15,6,6,2020,1.0,0,1,1,1,2,4
70766,46385,47.0,0.0,0.0,1.0,1,2010.0,1,4,1,1.0,30,1,1,1,1,3,0,1,1,0,2,2,15,6,6,2020,1.0,1,1,1,1,2,4
70767,46385,47.0,0.0,0.0,1.0,1,2010.0,4,4,1,2.0,30,1,1,1,1,3,0,1,1,0,2,2,15,6,6,2020,1.0,1,1,1,1,2,4
70779,60706,36.0,0.0,2.0,0.0,1,2003.0,1,8,1,5.0,30,1,1,1,1,1,1,1,1,0,2,3,15,6,6,2020,1.0,0,1,1,1,3,4
70780,60706,36.0,0.0,2.0,0.0,1,2019.0,1,1,1,3.0,30,1,1,1,1,1,1,1,1,0,2,3,15,6,6,2020,1.0,0,1,1,1,3,4
70781,60612,58.0,0.0,0.0,0.0,1,2010.0,4,1,1,1.0,30,1,1,1,1,1,1,1,1,0,2,3,15,6,6,2020,1.0,0,1,1,1,3,4
70782,60612,58.0,0.0,0.0,0.0,1,2003.0,1,8,1,5.0,30,1,1,1,1,1,1,1,1,0,2,3,15,6,6,2020,1.0,0,1,1,1,3,4
70783,60612,58.0,0.0,0.0,0.0,1,2019.0,1,1,1,3.0,30,1,1,1,1,1,1,1,1,0,2,3,15,6,6,2020,1.0,0,1,1,1,3,4
70784,60409,52.0,0.0,0.0,0.0,1,2010.0,4,1,1,1.0,30,1,1,1,1,1,1,1,1,0,2,3,15,6,6,2020,1.0,1,1,1,1,3,4
70785,60409,52.0,0.0,0.0,0.0,1,2003.0,1,8,1,5.0,30,1,1,1,1,1,1,1,1,0,2,3,15,6,6,2020,1.0,1,1,1,1,3,4
70786,60409,52.0,0.0,0.0,0.0,1,2019.0,1,1,1,3.0,30,1,1,1,1,1,1,1,1,0,2,3,15,6,6,2020,1.0,1,1,1,1,3,4
70794,60637,49.0,-1.0,0.0,0.0,1,2011.0,1,1,10,2.0,30,1,1,1,2,11,1,1,1,0,1,2,23,5,6,2020,0.0,1,1,1,0,2,3
70795,60637,49.0,-1.0,0.0,0.0,1,2018.0,1,3,1,1.0,30,1,1,1,2,11,1,1,1,0,1,2,23,5,6,2020,0.0,1,1,1,0,2,3
70991,60612,18.0,0.0,8.0,0.0,1,2013.0,1,1,6,4.0,30,1,1,1,1,4,2,1,1,0,1,2,17,6,6,2020,0.0,1,1,0,0,2,3
70992,60612,18.0,0.0,8.0,0.0,1,2018.0,1,1,3,9.0,30,1,1,1,1,4,2,1,1,0,1,2,17,6,6,2020,0.0,1,1,0,0,2,3
70993,60620,23.0,0.0,0.0,0.0,1,2013.0,1,1,6,4.0,30,1,1,1,1,4,2,1,1,0,1,2,17,6,6,2020,0.0,1,1,0,0,2,3
70994,60620,23.0,0.0,0.0,0.0,1,2018.0,1,1,3,9.0,30,1,1,1,1,4,2,1,1,0,1,2,17,6,6,2020,0.0,1,1,0,0,2,3
71218,60653,68.0,0.0,0.0,0.0,1,2002.0,3,2,1,4.0,30,2,1,1,4,1,1,1,1,0,1,2,19,6,6,2020,0.0,1,1,1,0,1,3
71328,0,36.0,0.0,-1.0,0.0,1,2010.0,1,5,1,6.0,35,1,1,1,3,4,1,1,1,0,2,2,23,6,6,2020,1.0,1,1,1,1,3,4
71329,60609,25.0,0.0,-1.0,0.0,1,2010.0,1,1,6,-1.0,35,1,1,1,3,4,1,1,1,0,2,2,23,6,6,2020,1.0,0,1,1,1,3,4
71330,60609,25.0,0.0,-1.0,0.0,1,2010.0,1,5,1,6.0,35,1,1,1,3,4,1,1,1,0,2,2,23,6,6,2020,1.0,0,1,1,1,3,4
71339,60426,64.0,-1.0,1.0,0.0,1,2010.0,-1,-1,-1,-1.0,30,1,1,1,2,5,1,1,1,0,1,2,23,6,6,2020,3.0,1,1,1,1,3,0
71384,0,36.9,0.0,8.0,0.0,1,2017.0,-1,3,1,1.0,35,1,1,1,2,9,1,1,1,0,2,2,0,7,6,2020,2.0,0,1,1,1,1,4
71386,60623,29.0,0.0,5.0,2.0,1,2017.0,-1,3,1,1.0,35,1,1,1,2,9,1,1,1,0,2,2,0,7,6,2020,2.0,1,1,1,1,1,2
71625,60634,27.0,0.0,0.0,0.0,1,2014.0,1,2,3,2.0,30,1,1,1,1,3,2,1,1,0,2,2,8,7,6,2020,0.0,1,1,1,1,3,3
71744,60805,41.0,0.0,0.0,0.0,1,2007.0,1,3,1,4.0,30,1,1,1,1,2,0,1,1,0,1,2,9,7,6,2020,0.0,1,1,1,1,3,4
72041,60629,30.0,0.0,0.0,0.0,1,2001.0,1,3,1,6.0,30,1,1,1,1,4,0,1,1,0,1,2,13,6,6,2020,0.0,1,1,1,0,2,3
72062,60610,30.0,0.0,1.0,0.0,1,2016.0,1,2,1,3.0,30,2,2,1,1,1,4,1,1,0,4,2,15,7,6,2020,0.0,0,1,1,1,3,4
72288,60639,27.0,0.0,0.0,0.0,1,2013.0,1,2,1,3.0,30,1,1,2,2,1,1,1,2,0,2,2,21,7,6,2020,0.0,0,1,1,1,3,4
72595,60636,63.0,0.0,0.0,0.0,1,2008.0,1,4,1,3.0,30,2,1,2,1,1,12,1,2,0,2,2,12,7,4,2020,0.0,1,1,1,0,2,3
72665,0,36.0,-1.0,8.0,0.0,1,2008.0,1,2,-1,1.0,30,1,1,1,2,6,0,1,1,-1,1,2,21,7,5,2020,1.0,1,1,1,1,3,4
72666,0,36.0,-1.0,8.0,0.0,1,2010.0,1,4,-1,1.0,30,1,1,1,2,6,0,1,1,-1,1,2,21,7,5,2020,1.0,1,1,1,1,3,4
72667,60628,35.0,0.0,-1.0,0.0,1,2008.0,1,2,-1,1.0,30,1,1,1,2,6,0,1,1,-1,1,2,21,7,5,2020,1.0,0,1,1,1,3,4
72668,60628,35.0,0.0,-1.0,0.0,1,2010.0,1,4,-1,1.0,30,1,1,1,2,6,0,1,1,-1,1,2,21,7,5,2020,1.0,0,1,1,1,3,4
72792,60617,52.0,0.0,0.0,0.0,1,2004.0,3,2,1,6.0,30,1,1,1,1,4,1,1,1,0,1,2,6,4,5,2020,0.0,1,1,1,0,2,3
73027,60619,65.0,0.0,1.0,0.0,1,2011.0,1,4,1,4.0,35,2,1,2,2,10,0,1,2,0,4,2,22,5,5,2020,0.0,1,1,0,1,3,4
73127,60618,37.0,0.0,0.0,0.0,1,2016.0,2,4,3,8.0,30,1,1,1,1,3,2,1,1,0,2,2,13,3,5,2020,0.0,1,1,1,1,3,4
73128,60618,37.0,0.0,0.0,0.0,1,2001.0,2,4,1,4.0,30,1,1,1,1,3,2,1,1,0,2,2,13,3,5,2020,0.0,1,1,1,1,3,4
73181,60618,36.9,0.0,-1.0,0.0,1,2016.0,1,3,1,1.0,30,1,1,1,2,1,2,1,1,-1,2,2,21,3,5,2020,2.0,0,1,1,1,3,4
73182,60618,36.9,0.0,-1.0,0.0,1,2013.0,1,4,1,11.0,30,1,1,1,2,1,2,1,1,-1,2,2,21,3,5,2020,2.0,0,1,1,1,3,4
73183,60616,25.0,0.0,-1.0,0.0,1,2016.0,1,3,1,1.0,30,1,1,1,2,1,2,1,1,-1,2,2,21,3,5,2020,2.0,1,1,1,1,3,4
73184,60616,25.0,0.0,-1.0,0.0,1,2013.0,1,4,1,11.0,30,1,1,1,2,1,2,1,1,-1,2,2,21,3,5,2020,2.0,1,1,1,1,3,4
73373,60637,36.0,0.0,2.0,0.0,1,2010.0,1,1,1,1.0,30,2,1,1,5,1,1,1,1,0,2,2,20,6,5,2020,1.0,1,1,1,1,3,4
73374,60637,36.0,0.0,2.0,0.0,1,2005.0,1,2,1,6.0,30,2,1,1,5,1,1,1,1,0,2,2,20,6,5,2020,1.0,1,1,1,1,3,4
73375,60637,26.0,0.0,0.0,0.0,1,2010.0,1,1,1,1.0,30,2,1,1,5,1,1,1,1,0,2,2,20,6,5,2020,1.0,0,1,1,1,3,4
73376,60637,26.0,0.0,0.0,0.0,1,2005.0,1,2,1,6.0,30,2,1,1,5,1,1,1,1,0,2,2,20,6,5,2020,1.0,0,1,1,1,3,4
73564,60636,25.0,0.0,0.0,0.0,1,2001.0,1,1,1,9.0,20,1,1,1,1,1,5,1,1,0,1,4,17,4,6,2020,0.0,0,1,1,1,3,4
73565,60636,25.0,0.0,0.0,0.0,1,2020.0,2,1,1,11.0,20,1,1,1,1,1,5,1,1,0,1,4,17,4,6,2020,0.0,0,1,1,1,3,4
73566,60636,25.0,0.0,0.0,0.0,1,2012.0,1,1,1,2.0,20,1,1,1,1,1,5,1,1,0,1,4,17,4,6,2020,0.0,0,1,1,1,3,4
73568,60653,72.0,0.0,0.0,0.0,1,2001.0,1,1,1,9.0,20,1,1,1,1,1,5,1,1,0,1,4,17,4,6,2020,0.0,0,1,1,1,3,4
73569,60653,72.0,0.0,0.0,0.0,1,2020.0,2,1,1,11.0,20,1,1,1,1,1,5,1,1,0,1,4,17,4,6,2020,0.0,0,1,1,1,3,4
73570,60653,72.0,0.0,0.0,0.0,1,2012.0,1,1,1,2.0,20,1,1,1,1,1,5,1,1,0,1,4,17,4,6,2020,0.0,0,1,1,1,3,4
73572,60641,31.0,0.0,0.0,0.0,1,2001.0,1,1,1,9.0,20,1,1,1,1,1,5,1,1,0,1,4,17,4,6,2020,0.0,0,1,1,1,3,4
73573,60641,31.0,0.0,0.0,0.0,1,2020.0,2,1,1,11.0,20,1,1,1,1,1,5,1,1,0,1,4,17,4,6,2020,0.0,0,1,1,1,3,4
73574,60641,31.0,0.0,0.0,0.0,1,2012.0,1,1,1,2.0,20,1,1,1,1,1,5,1,1,0,1,4,17,4,6,2020,0.0,0,1,1,1,3,4
73583,60641,36.9,-1.0,-1.0,0.0,1,2011.0,-1,3,1,-1.0,30,1,0,-1,3,3,3,1,-1,2,1,2,2,4,6,2020,2.0,0,0,1,1,1,4
73584,60641,36.9,-1.0,-1.0,0.0,1,2010.0,3,3,1,-1.0,30,1,0,-1,3,3,3,1,-1,2,1,2,2,4,6,2020,2.0,0,0,1,1,1,4
73585,60419,32.0,-1.0,-1.0,0.0,1,2011.0,-1,3,1,-1.0,30,1,0,-1,3,3,3,1,-1,2,1,2,2,4,6,2020,2.0,0,0,1,1,1,4
73586,60419,32.0,-1.0,-1.0,0.0,1,2010.0,3,3,1,-1.0,30,1,0,-1,3,3,3,1,-1,2,1,2,2,4,6,2020,2.0,0,0,1,1,1,4
73679,60102,50.0,0.0,0.0,0.0,1,2019.0,4,1,4,6.0,45,1,1,1,1,2,1,1,1,0,1,2,20,7,6,2020,0.0,1,1,1,1,3,4
73680,60102,50.0,0.0,0.0,0.0,1,2013.0,1,1,1,5.0,45,1,1,1,1,2,1,1,1,0,1,2,20,7,6,2020,0.0,1,1,1,1,3,4
73904,60617,29.0,0.0,0.0,0.0,1,2014.0,1,1,1,4.0,45,1,1,1,2,2,0,1,1,0,1,2,21,4,6,2020,0.0,1,1,1,0,2,3
73929,60652,44.0,0.0,4.0,0.0,1,2018.0,1,3,1,1.0,35,0,0,1,1,3,4,1,1,0,1,3,10,5,6,2020,2.0,1,1,0,1,3,4
73930,60652,44.0,0.0,4.0,0.0,1,2007.0,1,3,1,8.0,35,0,0,1,1,3,4,1,1,0,1,3,10,5,6,2020,2.0,1,1,0,1,3,4
73932,60620,57.0,0.0,0.0,0.0,1,2018.0,1,3,1,1.0,35,0,0,1,1,3,4,1,1,0,1,3,10,5,6,2020,2.0,1,1,0,1,3,4
73933,60620,57.0,0.0,0.0,0.0,1,2007.0,1,3,1,8.0,35,0,0,1,1,3,4,1,1,0,1,3,10,5,6,2020,2.0,1,1,0,1,3,4
73935,60620,36.9,0.0,3.0,0.0,1,2018.0,1,3,1,1.0,35,0,0,1,1,3,4,1,1,0,1,3,10,5,6,2020,2.0,1,1,0,1,3,2
73936,60620,36.9,0.0,3.0,0.0,1,2007.0,1,3,1,8.0,35,0,0,1,1,3,4,1,1,0,1,3,10,5,6,2020,2.0,1,1,0,1,3,2
73958,60620,79.0,0.0,0.0,0.0,1,2017.0,1,3,1,5.0,20,0,0,1,1,1,3,1,1,0,4,2,14,5,6,2020,2.0,0,1,1,1,3,4
73959,60620,79.0,0.0,0.0,0.0,1,2011.0,-1,4,1,1.0,20,0,0,1,1,1,3,1,1,0,4,2,14,5,6,2020,2.0,0,1,1,1,3,4
73960,60620,36.9,0.0,-1.0,0.0,1,2017.0,1,3,1,5.0,20,0,0,1,1,1,3,1,1,0,4,2,14,5,6,2020,2.0,1,1,1,1,3,4
73961,60620,36.9,0.0,-1.0,0.0,1,2011.0,-1,4,1,1.0,20,0,0,1,1,1,3,1,1,0,4,2,14,5,6,2020,2.0,1,1,1,1,3,4
73972,60619,36.0,-1.0,3.0,0.0,1,2011.0,1,2,1,1.0,30,2,1,1,1,1,1,1,1,0,1,2,16,5,6,2020,1.0,0,1,1,1,3,4
73973,60619,36.0,-1.0,3.0,0.0,1,2014.0,3,1,1,3.0,30,2,1,1,1,1,1,1,1,0,1,2,16,5,6,2020,1.0,0,1,1,1,3,4
73974,60473,57.0,0.0,0.0,0.0,1,2011.0,1,2,1,1.0,30,2,1,1,1,1,1,1,1,0,1,2,16,5,6,2020,1.0,1,1,1,1,3,4
73975,60473,57.0,0.0,0.0,0.0,1,2014.0,3,1,1,3.0,30,2,1,1,1,1,1,1,1,0,1,2,16,5,6,2020,1.0,1,1,1,1,3,4
74014,60612,37.0,0.0,2.0,0.0,1,2006.0,1,1,6,4.0,30,1,1,1,2,4,0,1,1,0,3,2,0,6,6,2020,0.0,0,1,0,1,3,3
74015,60612,37.0,0.0,2.0,0.0,1,2019.0,1,1,9,5.0,30,1,1,1,2,4,0,1,1,0,3,2,0,6,6,2020,0.0,0,1,0,1,3,3
74016,60640,32.0,0.0,0.0,0.0,1,2006.0,1,1,6,4.0,30,1,1,1,2,4,0,1,1,0,3,2,0,6,6,2020,0.0,0,1,0,1,3,3
74017,60640,32.0,0.0,0.0,0.0,1,2019.0,1,1,9,5.0,30,1,1,1,2,4,0,1,1,0,3,2,0,6,6,2020,0.0,0,1,0,1,3,3
74033,60640,53.0,0.0,0.0,0.0,1,2017.0,1,3,1,6.0,25,1,1,1,1,1,3,1,1,0,1,2,9,6,6,2020,0.0,1,1,1,0,1,3
