index,LIGHTING_CONDITION,ROADWAY_SURFACE_COND,WEATHER_CONDITION,TRAVEL_DIRECTION,INTERSECTION_RELATED,TRAFFIC_CONTROL_DEVICE,FIRST_CONTACT_POINT,MANEUVER,HIT_AND_RUN,VEHICLE_TYPE,UNIT_TYPE,FATAL_COND,DAMAGE_COST,BAC_RESULT,SEX,FATAL_DEGREE,ZIPCODE,AGE,VEHICLE_YEAR,POSTED_SPEED_LIMIT,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR
35532,1,1,1,3,1,2,1,1,0,1,1,3,3,0,1,0,60608,28.0,2001.0,30,2,7,4,5,2020
36449,2,1,1,3,1,1,-1,12,1,-1,1,4,3,0,0,1,60630,36.0,2010.0,30,2,22,2,5,2020
36450,2,1,1,3,1,1,4,1,1,1,1,4,3,0,0,1,60630,36.0,2013.0,30,2,22,2,5,2020
36451,2,1,1,3,1,1,-1,12,1,-1,1,4,3,0,1,1,60651,48.0,2010.0,30,2,22,2,5,2020
36452,2,1,1,3,1,1,4,1,1,1,1,4,3,0,1,1,60651,48.0,2013.0,30,2,22,2,5,2020
36490,1,1,1,4,1,1,4,1,1,1,1,4,3,0,1,1,60618,36.0,2014.0,30,6,13,6,5,2020
36491,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,1,60618,36.0,2004.0,30,6,13,6,5,2020
36492,1,1,1,6,1,1,1,2,1,4,1,4,3,0,1,1,60618,36.0,2010.0,30,6,13,6,5,2020
36493,1,1,1,4,1,1,5,1,1,1,1,4,3,0,1,1,60618,36.0,2010.0,30,6,13,6,5,2020
36494,1,1,1,2,1,1,5,1,1,1,1,4,3,0,1,1,60618,36.0,2010.0,30,6,13,6,5,2020
36495,1,1,1,2,1,1,3,1,1,4,1,4,3,0,1,1,60618,36.0,2016.0,30,6,13,6,5,2020
36496,1,1,1,4,1,1,4,1,1,1,1,4,3,0,1,1,60505,31.0,2014.0,30,6,13,6,5,2020
36497,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,1,60505,31.0,2004.0,30,6,13,6,5,2020
36498,1,1,1,6,1,1,1,2,1,4,1,4,3,0,1,1,60505,31.0,2010.0,30,6,13,6,5,2020
36499,1,1,1,4,1,1,5,1,1,1,1,4,3,0,1,1,60505,31.0,2010.0,30,6,13,6,5,2020
36500,1,1,1,2,1,1,5,1,1,1,1,4,3,0,1,1,60505,31.0,2010.0,30,6,13,6,5,2020
36501,1,1,1,2,1,1,3,1,1,4,1,4,3,0,1,1,60505,31.0,2016.0,30,6,13,6,5,2020
36502,1,1,1,4,1,1,4,1,1,1,1,4,3,0,1,1,60104,40.0,2014.0,30,6,13,6,5,2020
36503,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,1,60104,40.0,2004.0,30,6,13,6,5,2020
36504,1,1,1,6,1,1,1,2,1,4,1,4,3,0,1,1,60104,40.0,2010.0,30,6,13,6,5,2020
36505,1,1,1,4,1,1,5,1,1,1,1,4,3,0,1,1,60104,40.0,2010.0,30,6,13,6,5,2020
36506,1,1,1,2,1,1,5,1,1,1,1,4,3,0,1,1,60104,40.0,2010.0,30,6,13,6,5,2020
36507,1,1,1,2,1,1,3,1,1,4,1,4,3,0,1,1,60104,40.0,2016.0,30,6,13,6,5,2020
36508,1,1,1,4,1,1,4,1,1,1,1,4,3,0,1,1,60618,36.0,2014.0,30,6,13,6,5,2020
36509,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,1,60618,36.0,2004.0,30,6,13,6,5,2020
36510,1,1,1,6,1,1,1,2,1,4,1,4,3,0,1,1,60618,36.0,2010.0,30,6,13,6,5,2020
36511,1,1,1,4,1,1,5,1,1,1,1,4,3,0,1,1,60618,36.0,2010.0,30,6,13,6,5,2020
36512,1,1,1,2,1,1,5,1,1,1,1,4,3,0,1,1,60618,36.0,2010.0,30,6,13,6,5,2020
36513,1,1,1,2,1,1,3,1,1,4,1,4,3,0,1,1,60618,36.0,2016.0,30,6,13,6,5,2020
36514,1,1,1,4,1,1,4,1,1,1,1,4,3,0,1,1,60634,59.0,2014.0,30,6,13,6,5,2020
36515,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,1,60634,59.0,2004.0,30,6,13,6,5,2020
36516,1,1,1,6,1,1,1,2,1,4,1,4,3,0,1,1,60634,59.0,2010.0,30,6,13,6,5,2020
36517,1,1,1,4,1,1,5,1,1,1,1,4,3,0,1,1,60634,59.0,2010.0,30,6,13,6,5,2020
36518,1,1,1,2,1,1,5,1,1,1,1,4,3,0,1,1,60634,59.0,2010.0,30,6,13,6,5,2020
36519,1,1,1,2,1,1,3,1,1,4,1,4,3,0,1,1,60634,59.0,2016.0,30,6,13,6,5,2020
36520,1,1,1,4,1,1,4,1,1,1,1,4,3,0,1,1,60137,49.0,2014.0,30,6,13,6,5,2020
36521,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,1,60137,49.0,2004.0,30,6,13,6,5,2020
36522,1,1,1,6,1,1,1,2,1,4,1,4,3,0,1,1,60137,49.0,2010.0,30,6,13,6,5,2020
36523,1,1,1,4,1,1,5,1,1,1,1,4,3,0,1,1,60137,49.0,2010.0,30,6,13,6,5,2020
36524,1,1,1,2,1,1,5,1,1,1,1,4,3,0,1,1,60137,49.0,2010.0,30,6,13,6,5,2020
36525,1,1,1,2,1,1,3,1,1,4,1,4,3,0,1,1,60137,49.0,2016.0,30,6,13,6,5,2020
36727,1,2,1,1,1,2,1,1,0,1,1,4,3,0,1,1,60618,36.0,2013.0,30,2,15,5,5,2020
36728,1,2,1,3,1,2,4,1,0,1,1,4,3,0,1,1,60618,36.0,2007.0,30,2,15,5,5,2020
36729,1,2,1,1,1,2,1,1,0,1,1,4,3,0,1,1,60419,27.0,2013.0,30,2,15,5,5,2020
36730,1,2,1,3,1,2,4,1,0,1,1,4,3,0,1,1,60419,27.0,2007.0,30,2,15,5,5,2020
37179,4,1,1,4,1,1,5,1,1,1,1,3,3,0,1,0,60616,22.0,2010.0,30,2,0,7,5,2020
37180,4,1,1,1,1,1,1,1,1,1,1,3,3,0,1,0,60616,22.0,2016.0,30,2,0,7,5,2020
37247,1,1,1,4,1,1,1,1,1,-1,1,4,3,0,1,3,60616,38.0,2001.0,30,2,12,7,5,2020
37251,1,1,1,4,1,1,1,1,1,-1,1,4,3,0,0,3,60616,48.0,2001.0,30,2,12,7,5,2020
37252,1,1,1,6,1,1,3,2,1,3,1,4,3,0,0,3,60616,48.0,2008.0,30,2,12,7,5,2020
37551,1,2,1,1,1,1,6,1,1,3,1,3,2,0,1,0,60647,22.0,2020.0,30,2,11,6,5,2020
37678,1,1,1,3,1,2,-1,1,1,1,1,2,1,0,1,1,60620,30.0,2010.0,30,2,14,6,5,2020
37811,1,1,1,2,1,2,11,1,1,1,1,3,3,0,1,0,60101,33.0,2017.0,30,2,16,6,5,2020
37836,1,1,1,4,1,1,7,1,1,1,1,3,2,0,1,0,60625,50.0,2020.0,30,2,17,6,5,2020
37865,1,1,1,3,1,1,6,1,1,6,1,4,3,0,1,3,60445,19.0,2007.0,30,2,15,6,5,2020
37866,1,1,1,2,1,1,1,1,1,1,1,4,3,0,1,3,60445,19.0,2017.0,30,2,15,6,5,2020
37867,1,1,1,3,1,1,6,1,1,6,1,4,3,0,1,3,60617,18.0,2007.0,30,2,15,6,5,2020
37868,1,1,1,2,1,1,1,1,1,1,1,4,3,0,1,3,60617,18.0,2017.0,30,2,15,6,5,2020
38292,1,1,1,4,1,1,1,1,1,1,1,3,3,0,0,0,60610,24.0,2019.0,30,2,14,1,5,2020
38293,1,1,1,1,1,1,10,1,1,2,1,3,3,0,0,0,60610,24.0,2013.0,30,2,14,1,5,2020
38360,1,1,1,7,1,1,8,15,0,1,1,4,3,0,1,2,60624,23.0,2006.0,40,2,14,5,5,2020
38361,1,1,1,1,1,1,4,1,0,1,1,4,3,0,1,2,60624,23.0,2020.0,40,2,14,5,5,2020
38362,1,1,1,7,1,1,8,15,0,1,1,4,3,0,0,2,60644,27.0,2006.0,40,2,14,5,5,2020
38363,1,1,1,1,1,1,4,1,0,1,1,4,3,0,0,2,60644,27.0,2020.0,40,2,14,5,5,2020
38413,2,1,1,1,1,2,1,1,1,-1,1,4,3,0,0,3,60644,38.0,2004.0,30,2,3,7,5,2020
38415,2,1,1,1,1,2,1,1,1,-1,1,0,3,2,1,3,60644,59.0,2004.0,30,2,3,7,5,2020
38502,1,1,1,5,1,1,3,2,1,1,1,3,2,0,0,0,60634,38.0,2015.0,30,2,11,7,5,2020
38680,1,1,1,4,1,0,4,1,1,-1,1,4,1,0,1,2,60628,36.9,2011.0,25,2,16,7,5,2020
38682,1,1,1,4,1,0,4,1,1,-1,1,0,1,0,0,2,60645,57.0,2011.0,25,2,16,7,5,2020
38889,2,1,1,3,1,0,5,2,1,1,1,4,3,0,0,1,60087,19.0,2007.0,30,2,22,7,5,2020
38890,2,1,1,3,1,0,4,2,1,1,1,4,3,0,0,1,60087,19.0,2006.0,30,2,22,7,5,2020
38891,2,1,1,3,1,0,5,2,1,1,1,4,3,0,1,1,60615,22.0,2007.0,30,2,22,7,5,2020
38892,2,1,1,3,1,0,4,2,1,1,1,4,3,0,1,1,60615,22.0,2006.0,30,2,22,7,5,2020
39021,1,1,1,3,0,1,2,3,1,1,1,3,2,0,1,0,60419,29.0,2019.0,30,2,9,6,5,2020
39188,5,1,1,1,1,2,3,4,1,4,1,4,3,0,1,2,60644,32.0,2019.0,30,1,5,2,6,2020
39277,1,1,1,3,1,1,1,1,1,1,1,4,3,0,0,3,60644,38.0,2010.0,30,2,16,1,5,2020
39278,1,1,1,2,1,1,5,1,1,1,1,4,3,0,0,3,60644,38.0,2018.0,30,2,16,1,5,2020
39279,1,1,1,3,1,1,1,1,1,1,1,4,3,0,0,3,60655,30.0,2010.0,30,2,16,1,5,2020
39280,1,1,1,2,1,1,5,1,1,1,1,4,3,0,0,3,60655,30.0,2018.0,30,2,16,1,5,2020
39424,1,1,1,1,1,1,1,1,1,-1,1,4,3,0,0,2,60655,36.9,2014.0,30,3,13,2,6,2020
39425,1,1,1,1,1,1,2,1,1,2,1,4,3,0,0,2,60655,36.9,2001.0,30,3,13,2,6,2020
39427,1,1,1,1,1,1,1,1,1,-1,1,4,3,0,0,2,46404,43.0,2014.0,30,3,13,2,6,2020
39428,1,1,1,1,1,1,2,1,1,2,1,4,3,0,0,2,46404,43.0,2001.0,30,3,13,2,6,2020
39429,1,1,1,1,1,1,2,1,1,1,1,4,3,0,0,2,46404,43.0,2011.0,30,3,13,2,6,2020
39430,1,1,1,1,1,1,1,1,1,-1,1,4,3,0,0,2,60655,36.9,2014.0,30,3,13,2,6,2020
39431,1,1,1,1,1,1,2,1,1,2,1,4,3,0,0,2,60655,36.9,2001.0,30,3,13,2,6,2020
39560,2,1,1,2,1,1,2,3,1,1,1,4,3,0,1,0,60162,24.0,2012.0,30,2,23,2,6,2020
39655,1,1,1,3,1,0,3,1,1,1,1,4,2,0,1,2,60639,36.9,1995.0,30,2,16,3,6,2020
39656,1,1,1,2,1,0,-1,1,1,-1,1,4,2,0,0,2,60651,21.0,2011.0,30,2,16,3,6,2020
39657,1,1,1,3,1,0,3,1,1,1,1,4,2,0,0,2,60651,21.0,1995.0,30,2,16,3,6,2020
39889,1,2,2,4,1,1,2,3,1,2,1,3,1,0,1,0,60634,47.0,2018.0,30,2,6,1,5,2020
40188,1,2,2,3,1,0,1,1,1,1,1,4,3,0,1,0,60640,21.0,2019.0,35,4,16,1,5,2020
40189,1,2,2,4,1,0,1,2,1,1,1,4,3,0,1,0,60640,21.0,2005.0,35,4,16,1,5,2020
40191,1,2,2,3,1,0,2,5,1,1,2,4,3,0,1,0,60640,21.0,1996.0,35,4,16,1,5,2020
40192,1,2,2,3,1,0,1,1,1,1,1,4,3,0,1,0,60618,43.0,2019.0,35,4,16,1,5,2020
40193,1,2,2,4,1,0,1,2,1,1,1,4,3,0,1,0,60618,43.0,2005.0,35,4,16,1,5,2020
40194,1,2,2,3,1,0,2,5,1,1,2,4,3,0,1,0,60618,43.0,2014.0,35,4,16,1,5,2020
40195,1,2,2,3,1,0,2,5,1,1,2,4,3,0,1,0,60618,43.0,1996.0,35,4,16,1,5,2020
40247,4,2,2,3,1,2,7,1,1,1,1,4,3,0,1,0,60636,49.0,2013.0,30,2,18,1,5,2020
40350,2,2,2,2,1,2,1,1,1,3,1,3,2,0,0,0,60805,39.0,2013.0,25,2,20,1,5,2020
40427,2,2,2,1,1,1,1,1,1,2,1,4,3,0,1,0,60644,20.0,2000.0,30,2,23,1,5,2020
40428,2,2,2,2,1,1,12,1,1,1,1,4,3,0,1,0,60644,20.0,2007.0,30,2,23,1,5,2020
40611,1,1,1,3,1,1,4,1,1,3,1,3,3,0,1,0,21801,27.0,2016.0,30,2,13,2,5,2020
40911,4,1,1,3,1,1,1,1,1,1,1,3,3,0,0,0,60622,33.0,2006.0,30,2,20,2,5,2020
41175,1,1,1,3,1,1,1,1,1,-1,1,4,3,0,0,1,60622,36.0,2010.0,30,2,18,7,5,2020
41176,1,1,1,4,1,1,6,2,1,1,1,4,3,0,0,1,60622,36.0,2006.0,30,2,18,7,5,2020
41295,1,1,1,3,1,1,9,2,1,1,1,3,1,1,1,0,60634,53.0,2013.0,30,3,15,3,6,2020
41460,1,1,3,3,1,2,1,1,1,1,1,4,3,0,0,1,60634,36.0,2006.0,30,2,12,4,6,2020
41461,1,1,3,2,1,2,5,1,1,1,1,4,3,0,0,1,60634,36.0,2008.0,30,2,12,4,6,2020
41462,1,1,3,3,1,2,1,1,1,1,1,4,3,0,0,1,60651,16.0,2006.0,30,2,12,4,6,2020
41463,1,1,3,2,1,2,5,1,1,1,1,4,3,0,0,1,60651,16.0,2008.0,30,2,12,4,6,2020
41535,2,1,1,4,1,1,-1,1,1,2,0,4,3,0,1,3,60620,62.0,2010.0,30,4,21,4,6,2020
41536,2,1,1,4,1,1,1,1,1,2,1,4,3,0,1,3,60620,62.0,2015.0,30,4,21,4,6,2020
41537,2,1,1,3,1,1,12,1,1,2,1,4,3,0,1,3,60620,62.0,2005.0,30,4,21,4,6,2020
41538,2,1,1,2,1,1,3,3,1,2,1,4,3,0,1,3,60620,62.0,2005.0,30,4,21,4,6,2020
41539,2,1,1,4,1,1,-1,1,1,2,0,2,3,0,1,3,60628,22.0,2010.0,30,4,21,4,6,2020
41540,2,1,1,4,1,1,1,1,1,2,1,2,3,0,1,3,60628,22.0,2015.0,30,4,21,4,6,2020
41541,2,1,1,3,1,1,12,1,1,2,1,2,3,0,1,3,60628,22.0,2005.0,30,4,21,4,6,2020
41542,2,1,1,2,1,1,3,3,1,2,1,2,3,0,1,3,60628,22.0,2005.0,30,4,21,4,6,2020
41543,2,1,1,4,1,1,-1,1,1,2,0,4,3,0,1,3,60647,22.0,2010.0,30,4,21,4,6,2020
41544,2,1,1,4,1,1,1,1,1,2,1,4,3,0,1,3,60647,22.0,2015.0,30,4,21,4,6,2020
41545,2,1,1,3,1,1,12,1,1,2,1,4,3,0,1,3,60647,22.0,2005.0,30,4,21,4,6,2020
41546,2,1,1,2,1,1,3,3,1,2,1,4,3,0,1,3,60647,22.0,2005.0,30,4,21,4,6,2020
41547,2,1,1,4,1,1,-1,1,1,2,0,4,3,0,0,3,61101,37.0,2010.0,30,4,21,4,6,2020
41548,2,1,1,4,1,1,1,1,1,2,1,4,3,0,0,3,61101,37.0,2015.0,30,4,21,4,6,2020
41549,2,1,1,3,1,1,12,1,1,2,1,4,3,0,0,3,61101,37.0,2005.0,30,4,21,4,6,2020
41550,2,1,1,2,1,1,3,3,1,2,1,4,3,0,0,3,61101,37.0,2005.0,30,4,21,4,6,2020
41574,1,2,2,1,1,1,2,3,1,7,1,3,1,0,1,0,60504,48.0,2006.0,30,2,7,4,6,2020
41607,1,2,3,1,1,2,2,2,1,1,1,4,3,0,1,0,60632,29.0,2012.0,30,3,9,3,5,2020
41677,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,1,60621,36.0,2000.0,30,3,11,3,5,2020
41678,1,1,1,4,1,1,6,1,1,1,1,4,3,0,1,1,60621,36.0,2005.0,30,3,11,3,5,2020
41679,1,1,1,4,1,1,1,3,1,1,1,4,3,0,1,1,60621,36.0,2012.0,30,3,11,3,5,2020
41680,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,1,60805,26.0,2000.0,30,3,11,3,5,2020
41681,1,1,1,4,1,1,6,1,1,1,1,4,3,0,1,1,60805,26.0,2005.0,30,3,11,3,5,2020
41682,1,1,1,4,1,1,1,3,1,1,1,4,3,0,1,1,60805,26.0,2012.0,30,3,11,3,5,2020
41683,1,1,1,1,1,1,1,1,1,1,1,4,3,0,0,1,60620,54.0,2000.0,30,3,11,3,5,2020
41684,1,1,1,4,1,1,6,1,1,1,1,4,3,0,0,1,60620,54.0,2005.0,30,3,11,3,5,2020
41685,1,1,1,4,1,1,1,3,1,1,1,4,3,0,0,1,60620,54.0,2012.0,30,3,11,3,5,2020
41837,3,1,7,3,1,6,-1,1,1,-1,1,4,3,0,0,2,60620,36.9,2011.0,30,2,16,3,5,2020
41839,3,1,7,3,1,6,-1,1,1,-1,1,0,3,0,0,2,60653,66.0,2011.0,30,2,16,3,5,2020
41931,2,1,1,1,1,2,3,1,1,1,1,4,3,0,0,0,60620,31.0,2019.0,30,2,20,3,5,2020
41966,2,1,1,-1,1,-1,-1,-1,1,1,1,4,1,0,1,3,0,38.0,2017.0,30,2,22,3,5,2020
41968,2,1,1,-1,1,-1,-1,-1,1,1,1,0,1,2,1,3,0,44.0,2017.0,30,2,22,3,5,2020
42036,2,1,1,4,1,2,1,1,1,3,1,4,3,0,1,3,0,38.0,2005.0,30,2,4,5,5,2020
42037,2,1,1,1,1,2,11,1,1,1,1,4,3,0,1,3,0,38.0,2016.0,30,2,4,5,5,2020
42038,2,1,1,4,1,2,1,1,1,3,1,4,3,0,1,3,60651,57.0,2005.0,30,2,4,5,5,2020
42039,2,1,1,1,1,2,11,1,1,1,1,4,3,0,1,3,60651,57.0,2016.0,30,2,4,5,5,2020
42106,1,1,1,4,1,1,3,1,1,1,1,3,3,0,1,0,60614,27.0,2014.0,30,2,12,2,6,2020
42111,1,1,1,2,0,1,3,13,1,1,1,4,3,0,0,0,60631,39.0,2008.0,30,3,19,2,6,2020
42158,1,1,1,4,1,0,-1,4,1,1,1,4,3,0,1,3,0,38.0,2010.0,30,2,16,3,6,2020
42159,1,1,1,1,1,0,3,1,1,1,1,4,3,0,1,3,0,38.0,1997.0,30,2,16,3,6,2020
42160,1,1,1,4,1,0,-1,4,1,1,1,4,3,1,1,3,60649,25.0,2010.0,30,2,16,3,6,2020
42161,1,1,1,1,1,0,3,1,1,1,1,4,3,1,1,3,60649,25.0,1997.0,30,2,16,3,6,2020
42342,1,1,1,4,1,0,4,5,0,1,2,4,3,0,1,3,60619,38.0,2009.0,20,6,17,4,6,2020
42343,1,1,1,4,1,0,11,5,0,1,2,4,3,0,1,3,60619,38.0,2010.0,20,6,17,4,6,2020
42344,1,1,1,2,1,0,4,11,0,1,1,4,3,0,1,3,60619,38.0,2003.0,20,6,17,4,6,2020
42346,1,1,1,4,1,0,11,5,0,1,2,4,3,0,1,3,60619,38.0,2010.0,20,6,17,4,6,2020
42347,1,1,1,4,1,0,5,1,0,1,1,4,3,0,1,3,60619,38.0,2004.0,20,6,17,4,6,2020
42348,1,1,1,4,1,0,4,5,0,1,2,4,3,0,1,3,60639,20.0,2009.0,20,6,17,4,6,2020
42349,1,1,1,4,1,0,11,5,0,1,2,4,3,0,1,3,60639,20.0,2010.0,20,6,17,4,6,2020
42350,1,1,1,2,1,0,4,11,0,1,1,4,3,0,1,3,60639,20.0,2003.0,20,6,17,4,6,2020
42352,1,1,1,4,1,0,11,5,0,1,2,4,3,0,1,3,60639,20.0,2010.0,20,6,17,4,6,2020
42353,1,1,1,4,1,0,5,1,0,1,1,4,3,0,1,3,60639,20.0,2004.0,20,6,17,4,6,2020
42354,1,1,1,4,1,0,4,5,0,1,2,0,3,0,1,3,60639,34.0,2009.0,20,6,17,4,6,2020
42355,1,1,1,4,1,0,11,5,0,1,2,0,3,0,1,3,60639,34.0,2010.0,20,6,17,4,6,2020
42356,1,1,1,2,1,0,4,11,0,1,1,0,3,0,1,3,60639,34.0,2003.0,20,6,17,4,6,2020
42358,1,1,1,4,1,0,11,5,0,1,2,0,3,0,1,3,60639,34.0,2010.0,20,6,17,4,6,2020
42359,1,1,1,4,1,0,5,1,0,1,1,0,3,0,1,3,60639,34.0,2004.0,20,6,17,4,6,2020
42410,4,1,1,2,1,1,1,1,1,3,1,4,3,0,0,1,60639,36.0,2004.0,30,2,11,3,6,2020
42411,4,1,1,1,1,1,5,1,1,1,1,4,3,0,0,1,60639,36.0,2004.0,30,2,11,3,6,2020
42412,4,1,1,2,1,1,1,1,1,3,1,4,3,0,1,1,60621,56.0,2004.0,30,2,11,3,6,2020
42413,4,1,1,1,1,1,5,1,1,1,1,4,3,0,1,1,60621,56.0,2004.0,30,2,11,3,6,2020
42471,1,1,1,6,1,1,11,2,1,1,1,4,3,0,1,0,60626,34.0,2016.0,30,2,17,5,6,2020
42514,1,-1,1,3,1,2,3,6,1,1,1,4,2,0,1,2,60053,36.9,2019.0,30,2,16,6,5,2020
42515,1,-1,1,3,1,2,3,6,1,1,1,4,2,0,1,2,60053,36.9,2019.0,30,2,16,6,5,2020
42518,1,-1,1,3,1,2,3,6,1,1,1,4,2,0,1,2,60626,36.9,2019.0,30,2,16,6,5,2020
42519,1,-1,1,3,1,2,3,6,1,1,1,4,2,0,1,2,60626,36.9,2019.0,30,2,16,6,5,2020
42522,1,-1,1,3,1,2,3,6,1,1,1,2,2,0,1,2,60618,14.0,2019.0,30,2,16,6,5,2020
42523,1,-1,1,3,1,2,3,6,1,1,1,2,2,0,1,2,60618,14.0,2019.0,30,2,16,6,5,2020
42526,1,-1,1,3,1,2,3,6,1,1,1,2,2,0,1,2,60618,14.0,2019.0,30,2,16,6,5,2020
42527,1,-1,1,3,1,2,3,6,1,1,1,2,2,0,1,2,60618,14.0,2019.0,30,2,16,6,5,2020
42531,1,1,1,3,1,0,1,4,0,1,1,4,3,0,0,1,60617,31.0,2008.0,25,1,15,5,5,2020
42571,2,1,1,3,1,0,9,7,1,2,1,3,3,0,1,0,60617,27.0,2015.0,30,2,22,4,6,2020
42739,1,1,1,1,1,1,1,1,1,2,1,4,3,0,0,3,60628,32.0,2003.0,30,2,13,4,5,2020
42741,1,1,1,1,1,1,1,1,1,2,1,0,3,0,1,3,60621,17.0,2003.0,30,2,13,4,5,2020
42748,1,1,1,2,1,2,3,1,1,1,1,3,3,0,1,0,60649,35.0,2011.0,30,2,13,4,5,2020
42981,1,1,1,2,1,2,4,3,1,1,1,3,3,0,0,0,60643,44.0,2010.0,30,2,18,4,5,2020
43164,1,-1,1,-1,1,2,-1,-1,1,-1,1,0,1,0,0,2,60643,28.0,2011.0,30,2,12,4,5,2020
43274,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,2,60643,36.9,2002.0,30,2,11,1,5,2020
43275,1,1,1,2,1,1,4,1,1,1,1,4,3,0,1,2,60643,36.9,2016.0,30,2,11,1,5,2020
43276,1,1,1,1,1,1,1,1,1,1,1,4,3,0,1,2,60643,51.0,2002.0,30,2,11,1,5,2020
43277,1,1,1,2,1,1,4,1,1,1,1,4,3,0,1,2,60643,51.0,2016.0,30,2,11,1,5,2020
43281,2,1,1,4,1,1,5,1,1,1,1,4,3,0,0,1,60643,36.0,2009.0,30,2,0,2,6,2020
43282,2,1,1,1,1,1,1,1,1,1,1,4,3,0,0,1,60643,29.0,2010.0,30,2,0,2,6,2020
43283,2,1,1,4,1,1,5,1,1,1,1,4,3,0,0,1,60643,29.0,2009.0,30,2,0,2,6,2020
43404,1,1,1,2,1,0,12,1,1,1,1,3,3,0,1,0,60647,24.0,2008.0,30,2,15,5,6,2020
43425,2,1,1,3,1,2,1,1,1,1,1,4,3,0,0,2,60647,36.9,2012.0,30,2,1,6,6,2020
43426,2,1,1,4,1,2,6,1,1,1,1,4,3,0,0,2,60647,36.9,2002.0,30,2,1,6,6,2020
43427,2,1,1,3,1,2,1,1,1,1,1,4,3,0,1,2,60637,19.0,2012.0,30,2,1,6,6,2020
43428,2,1,1,4,1,2,6,1,1,1,1,4,3,0,1,2,60637,19.0,2002.0,30,2,1,6,6,2020
43467,1,1,1,4,1,1,1,2,1,-1,1,4,3,0,1,3,60637,38.0,2010.0,30,2,14,4,6,2020
43469,1,1,1,4,1,1,1,2,1,-1,1,0,3,0,0,3,60647,62.0,2010.0,30,2,14,4,6,2020
43546,1,1,1,4,1,2,1,1,1,1,1,4,3,0,0,0,60644,48.0,2018.0,30,3,16,6,6,2020
43549,1,1,1,4,1,2,1,1,1,1,1,4,3,0,0,0,60402,22.0,2018.0,30,3,16,6,6,2020
43616,1,-1,-1,1,1,1,1,1,1,3,1,4,2,0,1,1,60644,36.0,2010.0,30,2,16,1,5,2020
43617,1,-1,-1,2,1,1,5,3,1,2,1,4,2,0,1,1,60644,36.0,2014.0,30,2,16,1,5,2020
43618,1,-1,-1,1,1,1,1,1,1,3,1,4,2,0,1,1,60586,44.0,2010.0,30,2,16,1,5,2020
43619,1,-1,-1,2,1,1,5,3,1,2,1,4,2,0,1,1,60586,44.0,2014.0,30,2,16,1,5,2020
43838,1,1,1,2,1,2,1,1,1,1,1,4,3,0,0,1,60615,22.0,2020.0,30,2,13,5,5,2020
43839,1,1,1,3,1,2,-1,1,1,1,1,4,3,0,0,1,60615,22.0,2016.0,30,2,13,5,5,2020
43840,1,1,1,2,1,2,1,1,1,1,1,4,3,0,1,1,60621,21.0,2020.0,30,2,13,5,5,2020
43841,1,1,1,3,1,2,-1,1,1,1,1,4,3,0,1,1,60621,21.0,2016.0,30,2,13,5,5,2020
44089,1,1,1,3,1,1,3,-1,1,1,1,4,1,0,1,1,60827,30.0,2013.0,25,2,17,5,5,2020
44091,1,1,1,3,1,1,3,-1,1,1,1,0,1,0,0,1,60657,37.0,2013.0,25,2,17,5,5,2020
44265,1,1,1,4,1,1,2,1,1,3,1,3,2,0,1,0,60619,72.0,2013.0,30,2,12,5,5,2020
44380,1,1,1,1,1,1,3,-1,1,1,1,4,3,0,1,2,60619,36.9,2011.0,30,2,3,2,6,2020
44382,1,1,1,1,1,1,3,-1,1,1,1,0,3,0,1,2,60473,49.0,2011.0,30,2,3,2,6,2020
44396,1,1,1,1,1,0,9,1,1,1,1,3,3,0,1,0,60478,61.0,2015.0,35,2,20,2,6,2020
44440,1,1,1,-1,1,1,9,7,1,1,1,3,3,0,0,0,60612,55.0,2011.0,30,2,12,4,6,2020
44508,1,1,1,2,1,2,1,1,1,1,1,3,1,0,0,0,60202,36.0,2009.0,30,2,11,6,6,2020
44509,1,1,1,2,1,2,7,3,1,1,1,3,1,0,0,0,60202,36.0,2011.0,30,2,11,6,6,2020
44518,1,1,1,2,1,2,1,1,1,1,1,2,1,0,1,2,60612,19.0,2008.0,30,2,14,6,6,2020
44522,1,1,1,2,1,2,1,1,1,1,1,4,1,0,1,2,60612,36.9,2008.0,30,2,14,6,6,2020
44535,1,1,1,1,1,2,3,1,1,1,1,3,3,0,0,0,60609,49.0,2014.0,35,2,19,6,5,2020
44566,5,1,1,3,1,2,6,1,1,1,1,4,3,0,0,2,60644,36.9,2014.0,25,2,5,7,6,2020
44567,5,1,1,2,1,2,1,1,1,-1,1,4,3,0,1,2,60649,36.0,2011.0,25,2,5,7,6,2020
44568,5,1,1,3,1,2,6,1,1,1,1,4,3,0,1,2,60649,36.0,2014.0,25,2,5,7,6,2020
